City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Cayenne,GF,2021-02-02 23:18:42,4.9333,-52.3333,78.8,94,75,8.05
276,Komsomolskiy,UZ,2021-02-02 23:18:42,40.4272,71.7189,35.6,60,15,4.61
277,Micheweni,TZ,2021-02-02 23:18:42,-4.9667,39.8333,79.57,75,87,5.99
278,Nuevo Progreso,MX,2021-02-02 23:18:42,23.1667,-97.95,69.01,51,34,7.0
279,Whithorn,JM,2021-02-02 23:18:42,18.2604,-78.0378,73.99,73,75,14.97
280,Itabirito,BR,2021-02-02 23:18:42,-20.2533,-43.8014,80.6,50,40,6.91
281,Burnie,AU,2021-02-02 23:18:43,-41.0667,145.9167,64.0,57,76,5.01
282,Jiblah,YE,2021-02-02 23:18:43,13.9216,44.1467,56.1,42,1,2.93
283,Cidreira,BR,2021-02-02 23:18:43,-30.1811,-50.2056,77.83,87,15,12.19
284,Avera,US,2021-02-02 23:18:43,33.194,-82.5271,46.4,34,1,17.27
285,Tabas,IR,2021-02-02 23:18:43,33.5959,56.9244,44.6,36,0,4.61
286,Dzhida,RU,2021-02-02 23:18:43,50.6772,106.1806,-12.91,84,18,4.54
287,Khromtau,KZ,2021-02-02 23:18:43,50.2503,58.4347,31.59,97,100,17.0
288,Hofn,IS,2021-02-02 23:18:44,64.2539,-15.2082,31.15,96,100,15.46
289,Tete,MZ,2021-02-02 23:18:44,-16.1564,33.5867,82.4,78,40,6.91
290,Ortigueira,BR,2021-02-02 23:18:44,-24.2083,-50.9494,70.12,94,55,0.65
291,Brewster,US,2021-02-02 23:16:46,41.3973,-73.6171,30.99,86,90,10.36
292,Rawlins,US,2021-02-02 23:18:44,41.7911,-107.2387,42.8,52,1,18.41
293,Oktyabrskoye,RU,2021-02-02 23:18:44,43.0645,44.7417,30.2,86,47,4.47
294,Paragominas,BR,2021-02-02 23:18:44,-2.9667,-47.4833,76.46,85,72,4.16
295,Xichang,CN,2021-02-02 23:18:44,27.8964,102.2634,39.65,72,0,0.76
296,Kavieng,PG,2021-02-02 23:18:44,-2.5744,150.7967,83.53,74,92,11.03
297,Ponta Delgada,PT,2021-02-02 23:18:45,37.7333,-25.6667,55.4,71,40,28.77
298,Schmalkalden,DE,2021-02-02 23:18:45,50.7167,10.45,48.0,92,99,6.4
299,Filingue,NE,2021-02-02 23:18:45,14.3521,3.3168,72.82,16,0,8.41
300,Narsaq,GL,2021-02-02 23:18:45,60.9167,-46.05,23.0,54,40,3.44
301,Boende,CD,2021-02-02 23:18:45,-0.2167,20.8667,75.2,79,48,2.19
302,Raudeberg,NO,2021-02-02 23:18:45,61.9875,5.1352,26.01,86,0,8.05
303,Taoudenni,ML,2021-02-02 23:18:45,22.6783,-3.9836,71.53,22,94,12.26
304,Inhambane,MZ,2021-02-02 23:18:18,-23.865,35.3833,79.48,86,85,5.21
305,Karasjok,NO,2021-02-02 23:17:12,69.4719,25.5112,14.0,85,75,9.22
306,Soure,BR,2021-02-02 23:16:31,-0.7167,-48.5233,80.11,83,83,13.87
307,Ha Tinh,VN,2021-02-02 23:18:46,18.3333,105.9,65.59,91,63,2.42
308,Niquelandia,BR,2021-02-02 23:18:46,-14.4739,-48.4597,74.14,83,97,0.74
309,Beyneu,KZ,2021-02-02 23:18:46,45.3167,55.2,39.47,67,85,13.24
310,Koslan,RU,2021-02-02 23:15:32,63.4564,48.8989,11.3,95,71,9.13
311,Granja,BR,2021-02-02 23:18:46,-3.1203,-40.8261,78.49,70,15,9.73
312,Gilgit,PK,2021-02-02 23:18:46,35.9221,74.3087,36.01,69,100,3.36
313,Asau,RO,2021-02-02 23:16:27,46.4333,26.4,30.0,73,27,5.32
314,Saint Anthony,US,2021-02-02 23:13:50,45.0205,-93.218,25.0,74,90,4.61
315,Katsuura,JP,2021-02-02 23:18:47,35.1333,140.3,46.4,57,40,10.36
316,Tiznit,MA,2021-02-02 23:18:47,29.5833,-9.5,66.2,52,100,0.09
317,Necochea,AR,2021-02-02 23:17:46,-38.5473,-58.7368,64.99,69,25,8.21
318,Ornskoldsvik,SE,2021-02-02 23:18:47,63.2909,18.7153,8.6,92,90,8.05
319,Bethel,US,2021-02-02 23:18:47,41.3712,-73.414,28.4,86,90,10.36
320,Hambantota,LK,2021-02-02 23:18:47,6.1241,81.1185,76.37,81,12,14.79
321,Sorland,NO,2021-02-02 23:18:47,67.667,12.6934,31.84,86,100,12.66
322,Esperance,AU,2021-02-02 23:18:48,-33.8667,121.9,66.2,72,72,16.11
323,Vestmannaeyjar,IS,2021-02-02 23:18:48,63.4427,-20.2734,36.91,80,45,32.57
324,Biak,ID,2021-02-02 23:18:48,-0.9131,122.8766,76.62,83,100,4.0
325,Thinadhoo,MV,2021-02-02 23:18:48,0.5333,72.9333,82.56,69,98,5.46
326,Mulchen,CL,2021-02-02 23:18:48,-37.7167,-72.2333,87.8,22,0,9.22
327,Awjilah,LY,2021-02-02 23:18:48,29.1081,21.2869,51.44,56,2,1.43
328,Gibsons,CA,2021-02-02 23:15:05,49.3997,-123.5027,44.01,93,100,2.3
329,Geraldton,AU,2021-02-02 23:18:48,-28.7667,114.6,73.4,78,75,17.27
330,Cochrane,CA,2021-02-02 23:15:04,51.1834,-114.4687,17.01,92,75,8.05
331,Cartagena,CO,2021-02-02 23:17:08,10.3997,-75.5144,78.8,83,75,11.5
332,Douentza,ML,2021-02-02 23:18:49,14.9951,-2.9517,63.61,22,0,1.99
333,Les Cayes,HT,2021-02-02 23:18:49,18.2,-73.75,75.42,79,8,5.39
334,Sweetwater,US,2021-02-02 23:18:49,25.7634,-80.3731,60.8,39,1,11.5
335,Bitung,ID,2021-02-02 23:18:49,1.4451,125.1824,75.2,94,20,2.3
336,Clyde River,CA,2021-02-02 23:18:49,70.4692,-68.5914,-32.8,68,1,3.44
337,Gladstone,AU,2021-02-02 23:16:26,-23.85,151.25,80.6,61,75,10.36
338,Male,MV,2021-02-02 23:14:27,4.1748,73.5089,82.4,83,40,19.57
339,Santa Isabel,BR,2021-02-02 23:18:49,-23.3156,-46.2214,73.4,94,75,2.37
340,Waipawa,NZ,2021-02-02 23:18:49,-41.4122,175.5153,72.0,56,0,10.36
341,Sloboda,RU,2021-02-02 23:18:50,51.1421,40.3021,31.93,99,100,3.49
342,Itoman,JP,2021-02-02 23:18:50,26.1247,127.6694,59.0,55,20,9.22
343,Darhan,MN,2021-02-02 23:18:50,49.4867,105.9228,-5.13,84,73,6.13
344,Boguchany,RU,2021-02-02 23:18:50,58.3814,97.4531,-9.62,88,100,3.58
345,Pasaco,GT,2021-02-02 23:18:50,13.9772,-90.2064,89.6,41,0,9.22
346,Onega,RU,2021-02-02 23:18:50,63.9061,38.1404,2.37,94,87,5.53
347,Abay,KZ,2021-02-02 23:18:50,49.6311,72.8539,21.2,68,40,8.95
348,Kushima,JP,2021-02-02 23:18:50,31.4583,131.2333,39.2,56,20,17.27
349,Oranjemund,NA,2021-02-02 23:18:50,-28.55,16.4333,64.83,85,0,2.89
350,Tiksi,RU,2021-02-02 23:18:50,71.6872,128.8694,-1.17,93,100,13.96
351,Bilma,NE,2021-02-02 23:18:29,18.6853,12.9164,63.73,27,0,9.13
352,Sabha,LY,2021-02-02 23:18:51,27.0377,14.4283,51.84,57,1,6.96
353,Louisville,US,2021-02-02 23:17:38,38.2542,-85.7594,35.6,51,90,5.75
354,Vardo,NO,2021-02-02 23:18:51,70.3705,31.1107,21.2,73,40,18.41
355,Bourail,NC,2021-02-02 23:18:51,-21.5667,165.4833,70.59,92,100,27.13
356,Moree,AU,2021-02-02 23:18:51,-29.4667,149.85,78.8,50,0,10.36
357,San Patricio,US,2021-02-02 23:18:51,28.017,-97.5169,71.6,42,75,14.97
358,Samarai,PG,2021-02-02 23:18:51,-10.6167,150.6667,82.98,71,98,7.2
359,Yar-Sale,RU,2021-02-02 23:18:51,66.8333,70.8333,3.99,94,98,5.79
360,Erdenet,MN,2021-02-02 23:18:51,49.0333,104.0833,-2.56,84,3,3.89
361,Finschhafen,PG,2021-02-02 23:18:52,-6.6024,147.8681,83.61,74,100,10.98
362,Ahipara,NZ,2021-02-02 23:18:52,-35.1667,173.1667,71.55,57,0,4.65
363,Tivaouane,SN,2021-02-02 23:18:52,14.9515,-16.8129,68.0,68,0,16.11
364,Tarnogskiy Gorodok,RU,2021-02-02 23:18:52,60.4997,43.5761,6.49,95,9,5.26
365,Carnarvon,AU,2021-02-02 23:14:08,-24.8667,113.6333,73.4,100,90,20.71
366,Tabuk,PH,2021-02-02 23:18:52,17.4189,121.4443,68.07,90,96,5.28
367,Fairbanks,US,2021-02-02 23:14:41,64.8378,-147.7164,-7.6,59,1,5.75
368,Hasaki,JP,2021-02-02 23:14:45,35.7333,140.8333,32.0,86,20,2.3
369,North Platte,US,2021-02-02 23:14:36,41.1239,-100.7654,50.0,57,1,9.22
370,Major Isidoro,BR,2021-02-02 23:18:52,-9.5322,-36.985,79.14,66,94,16.51
371,Horodnytsya,UA,2021-02-02 23:18:53,50.807,27.3168,26.73,97,64,8.25
372,Karasburg,NA,2021-02-02 23:18:53,-28.0167,18.75,72.57,46,0,16.08
373,Polovragi,RO,2021-02-02 23:18:53,45.1833,23.8,36.54,82,47,2.98
374,Gasa,PS,2021-02-02 23:18:53,31.5,34.4667,62.01,55,87,11.54
375,Salalah,OM,2021-02-02 23:18:53,17.0151,54.0924,71.6,17,0,2.3
376,Santiago Del Estero,AR,2021-02-02 23:18:53,-27.7951,-64.2615,65.57,87,100,13.91
377,Sept-Iles,CA,2021-02-02 23:18:53,50.2001,-66.3821,28.4,59,100,6.91
378,Nenjiang,CN,2021-02-02 23:17:19,49.1833,125.2167,-25.58,78,0,3.04
379,Aktash,RU,2021-02-02 23:18:03,50.3,87.7333,1.51,84,0,4.0
380,El Campo,US,2021-02-02 23:18:54,29.1966,-96.2697,64.99,34,1,10.36
381,Kununurra,AU,2021-02-02 23:18:54,-15.7667,128.7333,82.4,89,97,3.44
382,Udomlya,RU,2021-02-02 23:18:54,57.8794,34.9925,15.94,96,100,7.23
383,Lisakovsk,KZ,2021-02-02 23:18:54,52.5369,62.4936,33.31,94,100,15.68
384,Hwange,ZW,2021-02-02 23:18:54,-18.3693,26.5019,69.76,95,100,4.07
385,Rio Das Ostras,BR,2021-02-02 23:18:44,-22.5269,-41.945,80.6,69,0,9.22
386,Goderich,CA,2021-02-02 23:15:00,43.7501,-81.7165,26.6,74,81,11.5
387,Gunjur,GM,2021-02-02 23:18:54,13.2019,-16.7339,71.6,78,0,2.3
388,Denpasar,ID,2021-02-02 23:18:54,-8.65,115.2167,80.6,83,40,11.5
389,Mehamn,NO,2021-02-02 23:18:55,71.0357,27.8492,26.6,63,75,28.77
390,Alyangula,AU,2021-02-02 23:18:55,-13.8483,136.4192,86.0,70,99,5.75
391,Benghazi,LY,2021-02-02 23:18:55,32.1167,20.0667,61.3,71,88,7.14
392,Broken Hill,AU,2021-02-02 23:18:55,-31.95,141.4333,68.0,37,0,12.66
393,Ketchikan,US,2021-02-02 23:18:26,55.3422,-131.6461,44.6,65,1,5.37
394,Murray Bridge,AU,2021-02-02 23:18:55,-35.1167,139.2667,63.0,67,0,6.64
395,Bom Jesus,BR,2021-02-02 23:18:55,-9.0744,-44.3586,74.97,83,67,2.55
396,Pevek,RU,2021-02-02 23:16:18,69.7008,170.3133,9.3,92,100,10.78
397,Marawi,PH,2021-02-02 23:18:55,7.9986,124.2928,73.0,91,100,5.99
398,Acarau,BR,2021-02-02 23:18:56,-2.8856,-40.12,78.84,77,3,14.41
399,Kabanjahe,ID,2021-02-02 23:18:56,3.1001,98.4908,73.4,100,40,2.3
400,Oksfjord,NO,2021-02-02 23:18:56,70.2396,22.3479,21.2,92,87,2.3
401,Orbetello,IT,2021-02-02 23:18:56,42.4408,11.2196,46.99,81,40,4.61
402,Prince Rupert,CA,2021-02-02 23:15:39,54.3161,-130.3201,46.4,49,20,8.05
403,Lang Suan,TH,2021-02-02 23:18:56,9.9456,99.0785,77.0,88,40,2.3
404,Plettenberg Bay,ZA,2021-02-02 23:18:56,-34.0527,23.3716,71.29,54,0,4.83
405,Beisfjord,NO,2021-02-02 23:18:56,68.3751,17.5988,10.4,85,90,3.44
406,Lata,PT,2021-02-02 23:18:56,40.1629,-8.3327,57.0,93,100,4.0
407,Dolni Dabnik,BG,2021-02-02 23:18:56,43.4,24.4333,37.4,100,90,1.32
408,Ulaangom,MN,2021-02-02 23:18:57,49.9811,92.0667,-15.38,87,35,1.14
409,Linhares,BR,2021-02-02 23:18:57,-19.3911,-40.0722,74.62,86,100,4.0
410,Caconda,AO,2021-02-02 23:18:57,-13.7333,15.0667,62.51,71,100,4.7
411,Saurimo,AO,2021-02-02 23:18:57,-9.6608,20.3916,64.9,96,100,3.13
412,Pilar,BR,2021-02-02 23:18:57,-9.5972,-35.9567,75.2,94,0,3.44
413,Kostomuksha,RU,2021-02-02 23:18:57,64.571,30.5767,0.01,92,0,1.68
414,Vallenar,CL,2021-02-02 23:18:57,-28.5708,-70.7581,75.52,35,56,5.73
415,Sterling,US,2021-02-02 23:17:39,39.0062,-77.4286,33.8,55,90,19.57
416,Kodinsk,RU,2021-02-02 23:18:57,58.6881,99.1844,-10.32,88,100,4.52
417,Nuqui,CO,2021-02-02 23:18:58,5.7125,-77.2708,80.51,80,79,5.14
418,Berestechko,UA,2021-02-02 23:18:58,50.3605,25.1107,33.01,91,98,3.0
419,Bilibino,RU,2021-02-02 23:18:58,68.0546,166.4372,-2.06,85,0,5.59
420,Bathsheba,BB,2021-02-02 23:18:29,13.2167,-59.5167,78.8,69,20,20.71
421,Nanortalik,GL,2021-02-02 23:18:58,60.1432,-45.2371,16.09,85,0,17.94
422,Creston,US,2021-02-02 23:18:58,41.0586,-94.3614,30.2,100,1,10.36
423,Oyama,JP,2021-02-02 23:18:58,36.3,139.8,44.01,75,20,4.61
424,Nkayi,CG,2021-02-02 23:18:58,-4.1841,13.2884,75.67,92,100,0.83
425,Port Angeles,US,2021-02-02 23:16:29,48.1181,-123.4307,46.0,81,90,3.22
426,Nagaur,IN,2021-02-02 23:18:58,27.2,73.7333,56.52,36,0,1.81
427,Liverpool,GB,2021-02-02 23:18:59,53.4106,-2.9779,46.99,93,75,6.91
428,Evensk,RU,2021-02-02 23:18:59,61.95,159.2333,11.53,93,100,11.7
429,Kuala Kangsar,MY,2021-02-02 23:18:59,4.7667,100.9333,73.4,88,20,3.44
430,Codrington,AU,2021-02-02 23:18:19,-38.2667,141.9667,62.92,67,48,9.89
431,Zhigansk,RU,2021-02-02 23:18:40,66.7697,123.3711,-32.37,84,100,13.62
432,Plouzane,FR,2021-02-02 23:18:59,48.3833,-4.6167,51.8,93,75,16.11
433,Amarante Do Maranhao,BR,2021-02-02 23:18:59,-5.5667,-46.7422,73.08,95,30,3.53
434,Kapit,MY,2021-02-02 23:18:59,2.0167,112.9333,73.2,94,90,1.23
435,Isangel,VU,2021-02-02 23:18:59,-19.55,169.2667,84.2,70,20,20.71
436,Ko Samui,TH,2021-02-02 23:18:53,9.5357,99.9357,80.69,79,29,12.59
437,Srednekolymsk,RU,2021-02-02 23:17:49,67.45,153.6833,-25.87,83,47,2.15
438,Uthal,PK,2021-02-02 23:19:00,25.8072,66.6219,61.11,76,0,3.98
439,Xining,CN,2021-02-02 23:19:00,36.6167,101.7667,17.44,62,97,2.42
440,Bonavista,CA,2021-02-02 23:19:00,48.6499,-53.1147,28.0,93,76,2.3
441,Faanui,PF,2021-02-02 23:19:00,-16.4833,-151.75,81.5,76,2,14.36
442,Sao Joao Da Barra,BR,2021-02-02 23:19:00,-21.6403,-41.0511,77.45,85,58,17.34
443,Kapiri Mposhi,ZM,2021-02-02 23:19:00,-13.9652,28.6809,63.54,97,99,3.8
444,Westport,US,2021-02-02 23:16:56,41.1415,-73.3579,33.8,80,90,6.91
445,Namatanai,PG,2021-02-02 23:19:00,-3.6667,152.4333,79.65,78,100,6.33
446,Vagur,FO,2021-02-02 23:19:01,61.4732,-6.8119,39.76,72,6,28.07
447,Champerico,GT,2021-02-02 23:19:01,14.3,-91.9167,87.8,58,20,9.22
448,Portland,US,2021-02-02 23:19:01,45.5234,-122.6762,48.2,71,75,11.5
449,Ewa Beach,US,2021-02-02 23:18:09,21.3156,-158.0072,78.8,65,75,9.22
450,Laguna,US,2021-02-02 23:16:21,38.421,-121.4238,60.01,82,75,8.05
451,Pedernales,DO,2021-02-02 23:19:01,18.0384,-71.744,78.46,73,63,4.36
452,Grindavik,IS,2021-02-02 23:19:01,63.8424,-22.4338,35.6,60,0,18.41
453,Gizo,SB,2021-02-02 23:19:01,-8.103,156.8419,83.1,76,100,11.65
454,Kitsuki,JP,2021-02-02 23:19:01,33.4167,131.6167,37.4,65,40,3.44
455,Porosozero,RU,2021-02-02 23:19:02,62.7191,32.727,2.82,93,1,2.28
456,Ekibastuz,KZ,2021-02-02 23:19:02,51.6667,75.3667,22.84,94,100,18.48
457,Fairmont,US,2021-02-02 23:15:59,39.4851,-80.1426,30.0,60,99,4.0
458,Kudahuvadhoo,MV,2021-02-02 23:19:02,2.6708,72.8944,82.22,73,98,10.89
459,Ous,RU,2021-02-02 23:19:02,60.9058,61.5186,5.76,92,0,5.86
460,Waddan,LY,2021-02-02 23:19:02,29.1614,16.139,46.0,93,30,6.53
461,Show Low,US,2021-02-02 23:19:02,34.2542,-110.0298,60.8,44,20,10.36
462,Chirongui,YT,2021-02-02 23:19:02,-12.9319,45.1483,82.4,78,0,5.75
463,Banes,CU,2021-02-02 23:19:02,20.9625,-75.7186,71.6,60,20,11.5
464,Urdoma,RU,2021-02-02 23:19:02,61.7533,48.5442,16.48,96,100,9.24
465,Kysyl-Syr,RU,2021-02-02 23:19:03,63.8986,122.7617,-35.14,81,100,8.57
466,Chicama,PE,2021-02-02 23:19:03,-7.8447,-79.1469,71.6,78,0,10.36
467,Catamarca,AR,2021-02-02 23:19:03,-28.4696,-65.7852,63.0,99,100,4.0
468,Sinnar,SD,2021-02-02 23:19:03,13.5691,33.5672,80.22,17,0,13.8
469,Vaasa,FI,2021-02-02 23:19:03,63.096,21.6158,-2.2,84,20,4.61
470,Ejido,VE,2021-02-02 23:19:03,8.5514,-71.2375,70.14,66,24,1.25
471,Save,BJ,2021-02-02 23:19:03,8.0425,2.486,81.21,67,39,7.07
472,Brazzaville,CG,2021-02-02 23:19:03,-4.2658,15.2832,77.0,88,20,2.3
473,Makakilo City,US,2021-02-02 23:19:03,21.3469,-158.0858,78.8,65,75,9.22
474,Wakkanai,JP,2021-02-02 23:19:03,45.4094,141.6739,6.67,95,100,32.37
475,Rocha,UY,2021-02-02 23:19:04,-34.4833,-54.3333,71.42,91,87,7.11
476,Katherine,AU,2021-02-02 23:19:04,-14.4667,132.2667,82.4,78,75,6.91
477,Wahpeton,US,2021-02-02 23:19:04,46.2652,-96.6059,24.8,80,1,16.11
478,Marsh Harbour,BS,2021-02-02 23:19:04,26.5412,-77.0636,59.02,69,8,28.19
479,Padang,ID,2021-02-02 23:15:27,-0.9492,100.3543,75.2,94,75,2.3
480,Kanata,CA,2021-02-02 23:19:04,45.3159,-75.8985,33.01,55,75,9.22
481,Vila Franca Do Campo,PT,2021-02-02 23:19:04,37.7167,-25.4333,55.4,71,40,28.77
482,Hamilton,US,2021-02-02 23:18:39,39.1834,-84.5333,30.99,64,20,17.27
483,Zhanaozen,KZ,2021-02-02 23:19:04,43.3,52.8,41.5,68,96,17.27
484,Tual,ID,2021-02-02 23:19:05,-5.6667,132.75,82.94,77,89,23.29
485,Lorengau,PG,2021-02-02 23:19:05,-2.0226,147.2712,83.55,75,76,9.64
486,Puerto Colombia,CO,2021-02-02 23:19:05,10.9878,-74.9547,78.8,78,75,10.36
487,Monterey,US,2021-02-02 23:19:05,36.2505,-121.2516,57.0,1,100,5.01
488,Hualmay,PE,2021-02-02 23:19:05,-11.0964,-77.6139,72.23,73,77,8.86
489,Sola,VU,2021-02-02 23:19:05,-13.8833,167.55,80.6,89,90,20.71
490,Yermekeyevo,RU,2021-02-02 23:19:05,54.0761,53.6712,20.95,96,100,5.95
491,Mahon,ES,2021-02-02 23:19:05,39.8885,4.2658,55.4,94,75,6.91
492,Weiser,US,2021-02-02 23:19:05,44.251,-116.9693,51.8,58,90,16.11
493,Noumea,NC,2021-02-02 23:18:42,-22.2763,166.4572,75.99,100,90,27.63
494,Goya,AR,2021-02-02 23:19:06,-29.14,-59.2626,73.69,89,86,11.36
495,Ancud,CL,2021-02-02 23:18:36,-41.8697,-73.8203,68.0,52,0,16.11
496,Roma,US,2021-02-02 23:19:06,43.2128,-75.4557,26.01,80,90,9.22
497,Kota Tinggi,MY,2021-02-02 23:19:06,1.7381,103.8999,77.0,88,20,3.44
498,Walvis Bay,NA,2021-02-02 23:19:06,-22.9575,14.5053,64.99,88,0,3.44
499,Koumac,NC,2021-02-02 23:19:06,-20.5667,164.2833,75.72,83,100,19.64
500,Luderitz,NA,2021-02-02 23:19:06,-26.6481,15.1594,65.1,84,1,8.77
501,Shieli,KZ,2021-02-02 23:19:06,44.1667,66.75,30.99,87,0,3.22
502,Viedma,AR,2021-02-02 23:19:06,-40.8135,-62.9967,73.99,40,46,13.85
503,Itarema,BR,2021-02-02 23:19:06,-2.9248,-39.9167,78.73,77,0,12.97
504,Birao,CF,2021-02-02 23:19:07,10.2849,22.7882,75.2,24,0,1.72
505,Ouesso,CG,2021-02-02 23:19:07,1.6136,16.0517,78.08,69,87,2.82
506,Biltine,TD,2021-02-02 23:19:07,14.5333,20.9167,70.88,19,0,8.86
507,Usinsk,RU,2021-02-02 23:19:07,65.9939,57.5281,10.51,95,99,16.42
508,Richards Bay,ZA,2021-02-02 23:18:32,-28.783,32.0377,68.07,84,100,3.96
509,Lasa,IT,2021-02-02 23:19:07,46.6166,10.7002,34.0,86,0,3.04
510,Lagoa,PT,2021-02-02 23:15:34,39.05,-27.9833,56.08,64,28,34.96
511,Shingu,JP,2021-02-02 23:19:07,33.7333,135.9833,41.0,52,40,17.27
512,Shache,CN,2021-02-02 23:19:07,38.4167,77.2406,26.8,79,100,0.54
513,Fuerte Olimpo,PY,2021-02-02 23:19:08,-21.0415,-57.8738,86.4,61,61,4.05
514,Niono,ML,2021-02-02 23:19:08,14.2526,-5.993,70.52,17,0,9.86
515,Maniitsoq,GL,2021-02-02 23:19:08,65.4167,-52.9,-1.82,78,0,7.63
516,Zhangjiakou,CN,2021-02-02 23:19:08,40.81,114.8794,16.59,69,100,4.83
517,Chernyshevskiy,RU,2021-02-02 23:19:08,63.0128,112.4714,-35.52,84,65,6.93
518,Wanaka,NZ,2021-02-02 23:19:08,-44.7,169.15,69.01,56,52,1.01
519,Rudnaya Pristan,RU,2021-02-02 23:19:08,44.3614,135.8116,-7.19,79,12,15.39
520,Palmer,US,2021-02-02 23:17:41,42.1584,-72.3287,33.8,86,90,10.36
521,Cockburn Town,TC,2021-02-02 23:19:08,21.4612,-71.1419,75.54,80,17,17.78
522,Yamada,JP,2021-02-02 23:19:09,39.4667,141.95,23.34,88,2,6.89
523,Alta Floresta,BR,2021-02-02 23:19:09,-9.8756,-56.0861,75.36,89,99,1.1
524,Dutse,NG,2021-02-02 23:19:09,11.7594,9.3392,70.9,20,0,8.66
525,Naryan-Mar,RU,2021-02-02 23:19:09,67.6713,53.087,10.17,95,100,10.89
526,Sinegorye,RU,2021-02-02 23:19:09,62.0788,150.477,-32.53,78,99,1.99
527,San Jeronimo,PE,2021-02-02 23:19:09,-11.9472,-75.2829,57.85,63,75,3.4
528,Igboho,NG,2021-02-02 23:19:09,8.8333,3.75,76.08,23,3,3.38
529,Semey,KZ,2021-02-02 23:19:09,50.4111,80.2275,12.22,93,79,6.73
530,Narrabri,AU,2021-02-02 23:19:09,-30.3167,149.7833,77.0,53,40,5.75
531,Vila Velha,BR,2021-02-02 23:19:10,-20.3297,-40.2925,79.0,78,0,9.22
532,Moyale,KE,2021-02-02 23:18:13,3.5167,39.0584,72.82,36,7,10.83
533,Mithi,PK,2021-02-02 23:18:29,24.7318,69.7981,61.7,62,0,9.17
534,Faya,SA,2021-02-02 23:19:10,18.3851,42.4509,57.2,62,0,2.71
535,Yatou,CN,2021-02-02 23:19:10,37.15,122.3833,27.05,84,0,7.02
536,Sao Jose Da Coroa Grande,BR,2021-02-02 23:16:10,-8.8978,-35.1478,78.66,76,31,9.75
537,Dubbo,AU,2021-02-02 23:19:10,-32.25,148.6167,73.4,56,12,16.11
538,Eureka,US,2021-02-02 23:15:25,40.8021,-124.1637,55.0,57,49,5.01
539,Kurumkan,RU,2021-02-02 23:19:10,54.3,110.3,-25.85,73,11,2.98
540,Saint-Georges,GD,2021-02-02 23:15:54,12.0564,-61.7485,80.6,74,40,16.58
541,San Pedro,PH,2021-02-02 23:19:11,14.35,121.0167,79.0,83,40,9.71
542,Santa Vitoria Do Palmar,BR,2021-02-02 23:19:11,-33.5189,-53.3681,73.51,88,35,7.05
543,Chamba,IN,2021-02-02 23:19:11,32.5667,76.1333,52.02,38,100,7.05
544,Bonthe,SL,2021-02-02 23:15:36,7.5264,-12.505,79.02,84,0,7.49
545,Matara,LK,2021-02-02 23:19:11,5.9485,80.5353,74.17,88,19,5.26
546,Fort Frances,CA,2021-02-02 23:19:11,48.5999,-93.4003,23.0,74,40,11.5
547,Funadhoo,MV,2021-02-02 23:14:27,6.15,73.2667,81.28,69,54,4.74
548,Manyana,BW,2021-02-02 23:19:11,-23.4,21.7167,67.78,93,96,5.79
549,Santo Tomas,PH,2021-02-02 23:19:12,14.1079,121.1414,79.0,83,40,9.01
550,Zeya,RU,2021-02-02 23:19:12,53.75,127.2667,-27.87,78,99,3.76
